resource_id,resource_name,resource_url,description,archived,format,type,runtime,subject_areas,authoring_organization,intended_audiences,record_modified,resource_revised
L001584112,"NCBI Minute: On the NCBI Bookshelf, Textbooks for Free",https://www.youtube.com/watch?v=5T-yP7tHtv0,"Since 1999, NCBI has worked with publishers and authors to provide an additional way for readers to access their products. Housed at the U.S. National Library of Medicine, users of the NCBI Bookshelf can freely access Books, Reports, and Documents. Classic textbooks are some of the most popular and heavily used entries, with hundreds of thousands of people using their favorite book every month! This NCBI Minute highlights some of the highly used classic textbooks available (for free) on the NCBI Bookshelf, points out some new ones that have been recently added, introduces why several publishers and authors find this a valuable resource to boost their readership, and how to join in by adding new and updating existing textbooks on the NCBI Bookshelf.",False,MP4 Video,YouTube Video,Unknown,Bookshelf,"Training Team, NCBI",Everyone,07/03/2020 12:00:00 AM,03/09/2018 12:00:00 AM
L001603112,NCBI Minute: QuickBLASTP - Rapidly Find High-scoring Protein Matches,https://www.youtube.com/watch?v=pO_a4e7QGRk,The increasing size of protein databases and the need to quickly annotate coding regions from high-throughput genome sequences demands a faster algorithm than traditional protein-protein BLAST (blastp). The new QuickBLASTP service fulfills this need and provides at least a 10-fold increase in speed over blastp with little loss in sensitivity for high-scoring matches. In this webinar you will learn about the strategy QuickBLASTP uses to speed up the search. You will also see how to use the new QuickBLASTP service on the NCBI web BLAST site and how to access and run the standalone kblastp demonstration release.,False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,06/19/2020 12:00:00 AM,01/10/2018 12:00:00 AM
L002222112,NCBI Minute: Quickly Upload and View Your Own Data in Genomic Context,https://www.youtube.com/watch?v=tTC5VUVvIDw,A tutorial on uploading and displaying your own genomic data in the context of annotated genome assemblies using the Genome Data Viewer and the Sequence Viewer.,False,MP4 Video,YouTube Video,29.0,Genetics and Molecular Biology; Other,"Training Team, NCBI",Everyone; Educator,06/11/2021 12:00:00 AM,06/06/2021 12:00:00 AM
L001532112,NCBI Minute: Running the NCBI PGAP on Your Own Data,https://www.youtube.com/watch?v=pNn_-_46lpI,"You can now download (https://github.com/ncbi/pgap) NCBI's Prokaryotic Genome Annotation Pipeline (PGAP), originally developed at NCBI for RefSeq annotations, and run it on your own machine, a compute farm, or in the Cloud on your own data. PGAP predicts genes on bacterial and archaeal genomes using the same inputs and applications used inside NCBI, and you can now submit genome sequences annotated by your copy of PGAP to GenBank. In this webinar, you will learn how to download PGAP and see an example of how to run it on your own genome assembly to prepare for submission to GenBank. You will also learn how to keep your pipeline up-to-date and running smoothly.",False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,06/17/2020 12:00:00 AM,12/12/2019 12:00:00 AM
L001907112,NCBI Minute: SRA in AWS Athena for SARS-CoV-2 Research and More,https://youtu.be/_F4FhcDWSJg,"Learn how to use Athena on AWS to quickly search Sequence Read Archive (SRA) in the cloud. We introduce a way to search SRA submitter-supplied metadata and the results of SRA taxonomic analysis with the native AWS tool, Athena, which explores cloud-based data tables using SQL-like queries. You'll see a real-world case study demonstrating how to find key information about SRA runs and identify data sets for your own analysis pipelines. The example will highlight a new data format designed to help advance SARS-CoV-2 research. The SRA aligned reads format is a new compressed data object. This data format includes the raw reads aligned to pre-assembled, contiguous data assemblies (contigs), which will help you more easily determine what's really in a sequence data sample.",False,MP4 Video,YouTube Video,33.0,Genetics and Molecular Biology; Bioinformatics; Data Science,"Training Team, NCBI",Everyone,12/01/2020 12:00:00 AM,10/18/2020 12:00:00 AM
L002221112,NCBI Minute: Use Web RAPT to Assemble and Annotate Prokaryotic Genomes,https://www.youtube.com/watch?v=MhIZ6llaAac,"A webinar to learn to use the Read Assembly and Annotation Pipeline tool, RAPT, on the web.",False,MP4 Video,YouTube Video,38.0,Genetics and Molecular Biology; Other,"Training Team, NCBI",Everyone; Educator,06/11/2021 12:00:00 AM,05/28/2021 12:00:00 AM
L001572112,NCBI Minute: Using BLAST Well,https://www.youtube.com/watch?v=2FW1dk5YQ3I,"In this webinar, the NCBI BLAST team lead will show you how to be more effective with NCBI’s standalone BLAST applications. You will learn how to: —Choose the most appropriate BLAST databases based on size and content —Select and customize BLAST output formats —Generate any format from the BLAST archive format and the standalone formatter —Take advantage of the new BLAST DBv5 built-in taxonomic information to get clearer results —Use Magic-BLAST NCBI's splice-aware next-generation sequence alignment program While the webinar will focus on the standalone programs, you can also use many of strategies make NCBI web BLAST searches more efficient.",False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,06/18/2020 12:00:00 AM,10/12/2018 12:00:00 AM
L002641112,NCBI Minute: Using NCBI Datasets Command-line Tools to Access Data and Metadata for Genomes,https://www.youtube.com/watch?v=I989pigiJzI&t=17s,"Learn to use the datasets command-line tools (datasets and dataformat) to access, filter, download, and format data and metadata for genomes.",False,MP4 Video,YouTube Video,28.0,Genetics and Molecular Biology; Other,"Training Team, NCBI",Everyone; Educator,12/29/2021 12:00:00 AM,09/27/2021 12:00:00 AM
L002241112,NCBI Minute: Using NCBI Datasets for Downloading Sequence and Annotation for Genomes and Genes,https://www.youtube.com/watch?v=OKdcgVZJje8,"Webinar on how to use the new NCBI Datasets resource to find and download gene, genome and SARS-CoV-2 sequence and annotation.",False,MP4 Video,YouTube Video,34.0,Genetics and Molecular Biology; Bioinformatics,"Training Team, NCBI",Everyone; Educator,07/13/2021 12:00:00 AM,07/12/2021 12:00:00 AM
L003321112,NCBI Minute: Using NCBI Foreign Contamination Screen (FCS) to Remove Contaminants from Genome Assemblies,https://www.youtube.com/watch?v=C7oLXUup14E,"A 40 minute webinar, including a question/answer session, covering NCBI's new tools for detecting and removing contaminant sequence in genome assemblies.  For more information, and where to download the tools, see the NCBI Insights blog post:",False,MP4 Video,YouTube Video,40.0,Genetics and Molecular Biology; NCBI Workshops,"Training Team, NCBI",Everyone; Educator,10/11/2022 12:00:00 AM,09/20/2022 12:00:00 AM
L001581112,NCBI Minute: Using NCBI's MedGen in Clinical Practice,https://www.youtube.com/watch?v=0M15o56CFPI,"MedGen, NCBI's portal to clinical genetics, offers access to information on Mendelian disorders as well as pharmacological response phenotypes, complex diseases, and clinical features or findings. Through this webinar you will learn how to make the clinical process more efficient by finding information in MedGen on genetic phenotypes, getting a list of all clinical features of a disorder, and finding all disorders with particular features. You will also see how to retrieve actionable information such as practice guidelines for a particular condition and a list of available genetic tests in GTR. You will learn how to easily access relevant resources such as GeneReviews, OMIM and ClinicalTrials.gov as well as patient-focused resources such as the Genetic and Rare Diseases Information Center (GARD) and Medline Plus.",False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,06/18/2020 12:00:00 AM,05/06/2018 12:00:00 AM
L001540112,NCBI Minute: Using organism (taxonomic) information with standalone BLAST,https://www.youtube.com/watch?v=c-pFrvX5Aiw,Limiting a BLAST search to particular organism or taxonomic group is important for making BLAST searches efficient. This also produces results that are easier to interpret especially as the databases continue to grow in size. The latest version of the standalone BLAST databases (BLASTDBv5) have built-in taxonomy information and provide faster sequence access through identifiers. Using Taxonomy limits in your searches is easier than ever when you use these new databases with the current BLAST programs. Through this webinar you will learn how to download and use BLASTDBv5 and the new BLAST programs to limit searches to taxonomic groups and to retrieve sequences from the database by taxonomy without the often difficult step of first downloading an identifier list.,False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,06/17/2020 12:00:00 AM,05/15/2019 12:00:00 AM
L001571112,NCBI Minute: Variant Interpretation Using NCBI Resources,https://www.youtube.com/watch?v=CeRRrKgwuQA,"This webinar shows you how to use NCBI’s genome browsers for variant interpretation. The graphical displays of thee Genome Data Viewer (GDV) and Variation Viewer offer an interactive experience that allows you to explore NCBI’s rich collection of annotations, datasets and literature for deciphering your variant-associated data. We step through case studies and show you how to quickly display relevant NCBI track sets — including the new RefSeq Functional Elements track, upload a file or remotely-hosted dataset and display these data as a track, and use browser tracks to identify known variants, then assess variant significance (functional and clinical) and allele frequency. You will also learn how to navigate from the browser to NCBI resources such as ClinVar, dbSNP and PubMed, for additional variant information.",False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,06/18/2020 12:00:00 AM,11/19/2018 12:00:00 AM
L003121112,NCBI Minute: What's New with NCBI Virus?,https://www.youtube.com/watch?v=XdHmTqiCM7g,"A webinar featuring the NCBI Virus resource;  a dedicated web interface that reports on geotemporal prevalence of sequence records for SARS2 lineages, plus details on NCBI’s lineage-defining mutations.",False,MP4 Video,YouTube Video,28.0,Genetics and Molecular Biology; Other,"Training Team, NCBI",Everyone; Educator,07/15/2022 12:00:00 AM,06/21/2022 12:00:00 AM
L002643112,NCBI Minute: dbGaP Submission Improvements and GaPTools,https://www.youtube.com/watch?v=ExR2CzX0Q_Q,"Learn about data submission and processing improvements to dbGaP, NIH's database of Genotype and Phenotype individual-level data associated with human research studies.",False,MP4 Video,YouTube Video,33.0,Genetics and Molecular Biology; Other,"Training Team, NCBI",Everyone; Educator,12/29/2021 12:00:00 AM,11/10/2021 12:00:00 AM
